Label,Title,Summary,Date,Author
1,trump’s lose-lose proposition in korea,his exorbitant demands on the south alienate yet another ally in a dangerous region.,2019-11-22,no author found
1,will trump pardon manafort? ,"by speculating about it, the president and his surrogates have already acted improperly. ",2018-08-30,alex whiting
1,what are trump fans really ‘afraid’ to say?,glance at your worst relative’s facebook page. no one really holds back.,2016-03-11,lindy west
1,donald trump tries to show support of blacks at a chaotic gathering,"donald j. trump met monday at trump tower with select members of a recently formed “diversity coalition,” the brainchild of his company’s adviser, michael cohen, who called on longstanding relationships with some black pastors to form a group to rebut questions about mr. trump’s attitudes about race.",2016-04-18,maggie haberman
1,donald trump releases medical report calling his health ‘extraordinary’,donald j. trump released a note from his personal physician attesting that his health was “extraordinary.” but the note contained few specifics.,2015-12-14,maggie haberman
1,donald trump’s business decisions in ’80s nearly led him to ruin,tax forms and public records show how debt that mr. trump amassed fueled enormous losses.,2016-10-04,russ buettner
1,"to allies’ chagrin, trump swerves left",republican congressional leaders went into an oval office meeting on spending plans expecting a photo-op and walked away shellshocked.,2017-09-06,glenn thrush
1,"trump, andrew jackson and ourselves","like the president, many of us believe we could have changed history.",2017-05-02,jane coaston
1,donald trump voice analysis,"a visualization of the first time donald j. trump uttered the phrase ""big league.""",2016-10-24,no author found
1,"trump and macron’s relationship, explained",how did the french leader emmanuel macron and president trump end up with such a cordial relationship? and what does france get out of it?,2018-04-23,ainara tiefenthäler
1,trump wants to pardon himself for blowing the midterms,the president once again predicts a rigged election. we all know what that means.,2018-06-04,no author found
1,trump’s re-election rally,the president opened his 2020 bid in florida with a familiar message. we look at what the rally signals about the campaign ahead.,2019-06-19,no author found
1,trump and johnson: allies in disruption,"president trump is pushing boris johnson, the incoming prime minister of britain, toward a hard break with the european union. but mr. johnson could be constrained.",2019-07-24,edward wong
1,donald trump’s registration card,"after his 18th birthday in june 1964, donald j. trump registered with the selective service, as did all men his age. it was the summer after his graduation from new york military academy and mr. trump recalled filling out his papers with his father, fred trump, at the local draft office on jamaica avenue in queens.",2016-08-02,no author found
1,donald trump on mitt romney: ‘are you sure he’s a mormon?’,"mr. trump made the remark at a rally in salt lake city, home to the church of jesus christ of latter-day saints’ headquarters.",2016-03-19,ashley parker
1,donald trump jabs foe (john kasich) and friend (chris christie) alike,"mr. trump targeted mr. kasich, the ohio governor who is his chief rival in the state’s primary on tuesday, but also subtly slighted mr. christie, who has endorsed him.",2016-03-15,patrick healy
1,questions for: ‘ivanka trump has the president’s ear. here’s her agenda.’,how does ms. trump’s role as daughter to the president affect her position as the president’s adviser?,2017-05-04,caroline gilpin
1,donald trump’s sham patriotism,"the billionaire drapes himself in stars and stripes, but the outfit doesn’t match the man.",2016-07-23,frank bruni
1,trump’s changing stance on afghanistan,"before he became a candidate for president, donald j. trump was clear about afghanistan. but during his campaign, he switched views.",2017-08-21,chris cirillo
1,"balance, trump and lies","is any equivalence of the treatment of clinton and trump “false” because they are not compatible, any more than, say, harassment and murder?",2016-10-07,roger cohen
1,donald trump jabs foe (john kasich) and friend (chris christie) alike,"mr. trump targeted mr. kasich, the ohio governor who is his chief rival in the state’s primary on tuesday, but also subtly slighted mr. christie, who has endorsed him.",2016-03-15,patrick healy
1,questions for: ‘ivanka trump has the president’s ear. here’s her agenda.’,how does ms. trump’s role as daughter to the president affect her position as the president’s adviser?,2017-05-04,caroline gilpin
1,"balance, trump and lies","is any equivalence of the treatment of clinton and trump “false” because they are not compatible, any more than, say, harassment and murder?",2016-10-07,roger cohen
1,here’s everything trump’s team has said about the payment to stormy daniels,"from complete denial to acknowledging involvement, what president trump and his lawyers said about the $130,000 paid to the pornographic film actress.",2018-05-03,karen yourish
1,"foundation of an empire: modest queens homes, built by donald trump’s father","in the 1920s, donald j. trump’s father, the developer fred c. trump, built some of his earliest homes along quiet streets in the hollis neighborhood, where modern-day trump hallmarks simply do not apply.",2015-08-17,vivian yee
1,trump signs dakota pipeline orders,"president trump signed a series of executive memorandums on tuesday to revive the dakota access pipeline. the measures are a reversal from president obama's rejection of the proposed 1,179-mile pipeline.",2017-01-24,no author found
1,"donald trump delivers a long, passionate speech. he introduces mike pence, too.","mr. trump’s introduction of mr. pence as his running mate was a remarkable reminder that, ultimately, the trump campaign is about one person.",2016-07-16,maggie haberman
1,goldman sachs c.e.o. on trump,"“we weren’t meeting in secret and we certainly weren’t plotting the destruction” of america, said lloyd blankfein, reacting to comments from donald trump.",2016-10-19,cnbc
1,will trump be dumped?,"donald trump fights those in his party who want to snatch away the nomination, and is unable to resist taking jabs at elizabeth warren and megyn kelly.",2016-03-19,maureen dowd
1,inside the trump victory party,stand among donald j. trump's supporters at the new york hilton as the president-elect takes the stage.,2016-11-09,margaret williams
1,trump signs dakota pipeline orders,"president trump signed a series of executive memorandums on tuesday to revive the dakota access pipeline. the measures are a reversal from president obama's rejection of the proposed 1,179-mile pipeline.",2017-01-24,no author found
1,how donald trump wins by losing,donald trump has waged almost continual warfare against his critics. the result: more people are paying attention to the president than ever.,2017-03-03,tim wu
1,"trump, flush with power","the president wants to bring the fox cast into the white house, fully merging with the source of his ideas, tweets and gratification.",2018-03-17,maureen dowd
1,goldman sachs c.e.o. on trump,"“we weren’t meeting in secret and we certainly weren’t plotting the destruction” of america, said lloyd blankfein, reacting to comments from donald trump.",2016-10-19,cnbc
1,"donald trump is lying again, now about james comey",there is no reason to believe the president’s explanation for firing the f.b.i. director.,2017-05-10,david leonhardt
1,a trump tower of absolute folly,the president’s absurd campaign against jeff sessions distills his unfitness for the office.,2017-07-26,ross douthat
1,inside the trump victory party,stand among donald j. trump's supporters at the new york hilton as the president-elect takes the stage.,2016-11-09,margaret williams
1,full speech: trump addresses supporters,"after winning the presidency, donald j. trump addressed supporters in new york city.",2016-11-09,no author found
1,"cnn’s coverage of trump was biased, presidential candidates’ aides say","at a conference, cnn’s president, jeffrey a. zucker, was heckled about going easy on mr. trump. mr. zucker maintained that the news station was fair.",2016-12-02,michael
1,what the g.o.p. wants trump to say tonight,the president needs to become an active participant in making legislation.,2017-02-28,tom cole
1,is it worth stopping trump?,why a contested convention might be the worst option — except for all the others.,2016-03-03,ross douthat
1,republicans divided between romney and giuliani for secretary of state,the leading candidates are both high-profile politicians with their share of detractors.,2016-11-25,jeremy peters
1,how donald trump wins by losing,donald trump has waged almost continual warfare against his critics. the result: more people are paying attention to the president than ever.,2017-03-03,tim wu
1,"trump, working-class zero","president trump, not growing into the job. (thank you, steve bannon.)",2017-03-18,maureen dowd
1,"donald trump is lying again, now about james comey",there is no reason to believe the president’s explanation for firing the f.b.i. director.,2017-05-10,david leonhardt
1,"tariffs, mr. trump’s miracle cure",the president appears to view tariffs as the solution to a wide range of foreign policy problems. it isn’t working.,2019-05-31,no author found
1,trump goes after clinton’s record,"donald j. trump, the presumptive republican nominee, delivered a speech in new york on wednesday, in which he went after hillary clinton on emails, benghazi and the clinton foundation.",2016-06-22,no author found
1,gawking at trump tower,"in the months before and after the presidential election, yana paskova sought out the crowds that flocked to trump tower to better understand what led to the victory of donald j. trump.",2017-04-10,yana paskova
1,"without naming names, donald trump steps up feud with michael bloomberg",the republican nominee disparaged a certain “very little guy.” that seemed to be the latest in a series of barbs traded with the former new york city mayor.,2016-07-29,noah remnick
1,team trump’s new pledge on tax cuts,the next treasury secretary says taxes will not drop for the rich. he should be held to the vow.,2016-12-06,david leonhardt
1,judges check trump’s immigration cruelty,the courts make clear that the president’s policies go beyond the law. ,2018-12-21,no author found
1,"woody guthrie wrote of his contempt for his landlord, donald trump’s father","woody guthrie, in writings uncovered by a scholar working on a book, railed against donald j. trump’s father, fred, or “old man trump,” who was his landlord.",2016-01-25,thomas kaplan
1,candidates respond to trump’s proposal,the democratic candidate bernie sanders and the republican candidate ted cruz explained why they disagreed with donald j. trump’s plan to halt muslim immigration to the united states.,2015-12-08,no author found
1,"trump, working-class zero","president trump, not growing into the job. (thank you, steve bannon.)",2017-03-18,maureen dowd
1,trump’s agents of idiocracy,resistance to trump’s actions isn’t rooted in sour grapes; it’s about protecting the country.,2016-12-05,charles
1,trump’s europe visit in pictures: honoring d-day sacrifice,"after the president’s three-day state visit to britain, he joined other world leaders in northern france to commemorate the world war ii operation.",2019-06-04,no author found
1,protesters to nbc: dump trump,demonstrators outside nbc’s headquarters in new york asked the network to cancel donald trump's appearance on “saturday night live” this weekend.,2015-11-05,isabella bartolucci
1,trump speaks after sweeping primaries,"donald j. trump said that capturing all five republican presidential primaries on tuesday, and by such large margins, was a far bigger win than he expected.",2016-04-27,no author found
1,ivanka trump to help choose new world bank president,"administration officials are expected to begin the interview process for the job, which has always gone to an american, on tuesday.",2019-01-15,annie karni
1,trump’s very predictable problems,why trump’s delegate struggles should have already been priced in to his odds of being the nominee.,2016-04-04,ross douthat
1,testimony from cohen could compound legal issues for trump,legal experts said several of the specific allegations by mr. cohen could be relevant in the investigations into the 2016 campaign and other areas.,2019-02-27,michael
1,"woody guthrie wrote of his contempt for his landlord, donald trump’s father","woody guthrie, in writings uncovered by a scholar working on a book, railed against donald j. trump’s father, fred, or “old man trump,” who was his landlord.",2016-01-25,thomas kaplan
1,trump’s europe visit in pictures: honoring d-day sacrifice,"after the president’s three-day state visit to britain, he joined other world leaders in northern france to commemorate the world war ii operation.",2019-06-04,no author found
1,ivanka trump to help choose new world bank president,"administration officials are expected to begin the interview process for the job, which has always gone to an american, on tuesday.",2019-01-15,annie karni
1,donald trump returns to illinois and gets a friendlier welcome,donald j. trump returned to illinois sunday morning less than 48 hours after protesters and security concerns prompted him to call off a rally in chicago.,2016-03-13,mitch smith
1,maryland and d.c. sue trump,"the attorneys general of maryland and the district of columbia said president trump’s business dealings violate the constitution. mr. trump’s press secretary, sean spicer, denied the accusations.",2017-06-12,no author found
1,tiffany trump will attend georgetown law,"the 23-year-old daughter of president trump and marla maples, his second wife, will follow in the steps of two of her siblings.",2017-05-08,katie rogers
1,f.b.i. investigates attempt to hack the trump organization,"the president’s grown two sons, who run the company, met with agents; eric trump said there had been no successful intrusion into the computer system.",2017-05-26,william rashbaum
1,nordstrom drops ivanka trump brand from its stores,the department store chain said it would put the brakes on its relationship with ms. trump and it removed her brand from a list on its site.,2017-02-03,rachel abrams
1,is trump a traitor?,and unpacking the russia investigation with lawfare’s susan hennessey,2018-12-06,no author found
1,tiffany trump will attend georgetown law,"the 23-year-old daughter of president trump and marla maples, his second wife, will follow in the steps of two of her siblings.",2017-05-08,katie rogers
1,on the donald trump investigation,how the tables have turned.,2017-05-19,patrick chappatte
1,the religious right’s trump schism,“the world is getting a glimpse into the dark and rotting core of evangelicalism.”,2016-10-19,sarah posner
1,"for donald trump, friends in few places",who are mr. trump’s real friends? those who know him say there aren’t many.,2016-03-11,alan feuer
1,"mar-a-lago, the future winter white house and home of the calmer trump","the 118-room private club, site of an opulent new year’s eve party, is where the president-elect feels “so comfortable in his own skin, and so relaxed.”",2017-01-01,maggie haberman
1,donald trump endorses paul ryan,"after a backlash over his withholding an endorsement of paul d. ryan, mr. trump endorsed him at an event in green bay, wisc. he also endorsed senators john mccain and kelly ayotte.",2016-08-06,no author found
1,"questions for: ‘circling back to voters, 100 days into trump era’",how are voters feeling now about mr. trump’s presidency?,2017-04-28,caroline gilpin
1,the trump fog machine,"his legislative agenda is in tatters, but his master strategy — throwing out distraction bombs — is working.",2017-09-29,timothy egan
1,trump builds one brand and damages another,"his true gift is an ability to exploit other people’s emotions, even those whose response to him is revulsion. it’s the art and craft of a demagogue.",2015-07-16,charles
1,trump comments on chelsea explosion,"while speaking at a rally in colorado springs on saturday, donald j. trump promised the crowd he will ""get very tough"" after an explosion rocked the new york neighborhood of chelsea.",2016-09-18,no author found
1,if trump fires rosenstein ...,also: a case study of media “both-sidesism.”,2018-04-16,david leonhardt
1,how to know what donald trump really cares about: look at what he’s insulting,a look at two years’ worth of messages suggests he’s using twitter much the way he was before becoming a candidate: to react to whatever’s in front of him.,2016-12-06,kevin quealy
1,trump tweets doctored gif of his golf ball hitting hillary clinton,"in a series of eclectic twitter posts, president trump also appeared to refer to kim jong-un, north korea’s leader, as rocket man.",2017-09-17,christina caron
1,"questions for: ‘circling back to voters, 100 days into trump era’",how are voters feeling now about mr. trump’s presidency?,2017-04-28,caroline gilpin
1,"trump, twitter and the art of his deal","president-elect donald j. trump has always been hooked on recognition. more than ever, tweeting has given him a fitting outlet.",2017-01-15,amanda hess
1,read trump’s 2018 budget,"the trump administration on tuesday released its 2018 budget, called “a new foundation for american greatness.”",2017-05-23,no author found
1,‘up is down’: trump’s unreality show echoes his business past,"as a businessman and candidate, donald j. trump often made dubious statements, but even jaded political veterans have been astonished by his false claims since he took office.",2017-01-28,david barstow
1,donald trump jr. speaks out on corey lewandowski’s ‘bitter’ ways,"“enough’s enough,” the republican nominee’s eldest son said at a breakfast in cleveland, where mr. lewandowski, his father’s ex-campaign manager, has been working as a cnn contributor.",2016-07-20,jonathan martin
1,a trump empire built on inside connections and $885 million in tax breaks,mr. trump has relied on the government and taxpayers to benefit the 15 buildings at the core of his manhattan real estate developments.,2016-09-17,charles bagli
1,"donald trump, interrupted. he calls flint pastor who cut in ‘a nervous mess.’",the rev. faith green timmons came over to mr. trump during his address before the bethel united methodist church in michigan and asked that he “not make a political speech.”,2016-09-15,alan rappeport
1,donald trump and america’s moral authority,"historically, the united states’ enemies say we can’t lecture them on human rights — not our presidential candidates.",2016-07-23,mary dudziak
1,‘up is down’: trump’s unreality show echoes his business past,"as a businessman and candidate, donald j. trump often made dubious statements, but even jaded political veterans have been astonished by his false claims since he took office.",2017-01-28,david barstow
1,hillary clinton’s speech: what you missed,hillary clinton spoke about the economic policies and political acumen of donald j. trump in a speech in ohio on tuesday.,2016-06-21,matt flegenheimer
1,donald trump reflects on his relationship with muhammad ali,"the presumptive republican nominee had known the boxer since the 1980s, but their association may have cooled in recent months over mr. trump’s stance on muslims.",2016-06-05,steve eder
1,trump defends pardoning sheriff arpaio,"in a joint news conference with the president of finland, president trump defended his controversial pardoning of the former arizona sheriff joe arpaio.",2017-08-28,whitehouse
1,donald trump jr. speaks out on corey lewandowski’s ‘bitter’ ways,"“enough’s enough,” the republican nominee’s eldest son said at a breakfast in cleveland, where mr. lewandowski, his father’s ex-campaign manager, has been working as a cnn contributor.",2016-07-20,jonathan martin
1,michael cohen has said he would take a bullet for trump. maybe not anymore.,"roger stone says mr. trump has long treated mr. cohen, his lawyer and fixer, “like garbage.” now he could end up cooperating in a criminal investigation against mr. trump.",2018-04-20,maggie haberman
1,a trump empire built on inside connections and $885 million in tax breaks,mr. trump has relied on the government and taxpayers to benefit the 15 buildings at the core of his manhattan real estate developments.,2016-09-17,charles bagli
1,is trump a rapist?,"america needs to give these women, and the accusations they’ve brought forth, the full attention they deserve.",2019-06-26,charles
1,"donald trump, interrupted. he calls flint pastor who cut in ‘a nervous mess.’",the rev. faith green timmons came over to mr. trump during his address before the bethel united methodist church in michigan and asked that he “not make a political speech.”,2016-09-15,alan rappeport
1,donald trump dismisses mitt romney as a ‘lightweight’ and a ‘failed candidate’,"mr. trump struck back against mr. romney, deriding the 2012 republican presidential nominee as “a choke artist” who should keep his nose out of the presidential race.",2016-03-03,alan rappeport
1,"trump, just the facts",the man in 40 sentences.,2019-09-23,david leonhardt
1,michael cohen has said he would take a bullet for trump. maybe not anymore.,"roger stone says mr. trump has long treated mr. cohen, his lawyer and fixer, “like garbage.” now he could end up cooperating in a criminal investigation against mr. trump.",2018-04-20,maggie haberman
1,trump’s birth control problems,plus: the night the porn star yawned.,2018-02-01,gail collins
1,donald the dangerous,"donald trump is remarkably ignorant about international affairs, and as president could start a trade war, or even a real war.",2016-03-05,nicholas kristof
1,what trump says about immigration,fixing america’s immigration policy was a major tenet of president trump’s campaign and has been at the top of his agenda since taking office. here's what the president has said.,2017-08-04,no author found
1,on trump and the media,donald trump called journalists “among the most dishonest human beings on earth.”,2017-01-24,patrick chappatte
1,trump threatens guatemala with tariffs over migrants,trump said he would punish guatemala for failing to sign a deal intended to reduce the flow of migrants to the u.s.,2019-07-23,elisabeth malkin
1,"donald trump’s secret weapon: letters of love, flattery and revenge","donald j. trump’s personal letters, alternately admiring and acidic, offer an archive of his emotional states and have become mementos for hundreds of recipients.",2016-06-02,michael barbaro
1,trump suggests giving teachers guns,"at a listening session with grieving parents and school-shooting victims, including students from stoneman douglas high school in florida, president trump suggested teachers should be allowed to carry firearms.",2018-02-22,whitehouse
1,stewart on trump’s tax plan,"“trump's plan – if you can call it a plan – is so reckless it’s almost hard to take seriously,” said james stewart on the tax plans of donald trump and hillary clinton.",2016-09-16,cnbc
1,donald trump dismisses mitt romney as a ‘lightweight’ and a ‘failed candidate’,"mr. trump struck back against mr. romney, deriding the 2012 republican presidential nominee as “a choke artist” who should keep his nose out of the presidential race.",2016-03-03,alan rappeport
1,clinton hits trump on taxes,"hillary clinton, responding to the new york times article on donald j. trump’s 1995 tax return, told a rally in toledo, ohio, that there should be a law requiring major party nominees to release their taxes.",2016-10-03,no author found
1,"‘i want nothing,’ trump says, quoting from sondland’s testimony","the president, seeking to defend himself from damaging testimony delivered by the ambassador gordon d. sondland, said again wednesday that he wanted ‘no quid pro quo’ in regard to ukraine.",2019-11-20,katie rogers
1,"tax reform, thanks to trump",james stewart of the new york times says that bipartisan outrage over donald trump has galvanized support in congress for significant tax reform.,2016-11-04,cnbc
1,"trump, just the facts",the man in 40 sentences.,2019-09-23,david leonhardt
1,donald trump’s tunnel vision,the president has changed his mind about offering federal support for a critical underwater project between new york and new jersey.,2018-03-05,no author found
1,the great trump reshuffle,the 2016 election will deepen the division between those who support the social and cultural revolutions of the past five decades and those who remain in opposition.,2016-05-04,thomas
1,donald trump’s statement on trump university,"under fire for suggesting that a federal judge was biased because he is mexican-american, donald j. trump said tuesday that the judge’s heritage does not make him “incapable of being impartial.”",2016-06-07,no author found
1,nikki haley chosen as u.n. ambassador,"ms. haley, the south carolina governor, was a prominent and frequent critic of donald trump early in his run.",2016-11-23,maggie haberman
1,mercurial trump rattles republican party ahead of midterms,"from siding with democrats to inspiring trump-like primary challengers, president trump is shaking up the political environment ahead of the midterms.",2017-09-08,jonathan martin
1,trump responds to pope francis,donald j. trump called the pope’s comments regarding his religious faith “disgraceful.”,2016-02-19,no author found
1,"tax reform, thanks to trump",james stewart of the new york times says that bipartisan outrage over donald trump has galvanized support in congress for significant tax reform.,2016-11-04,cnbc
1,"‘i want nothing,’ trump says, quoting from sondland’s testimony","the president, seeking to defend himself from damaging testimony delivered by the ambassador gordon d. sondland, said again wednesday that he wanted ‘no quid pro quo’ in regard to ukraine.",2019-11-20,katie rogers
1,donald trump’s tunnel vision,the president has changed his mind about offering federal support for a critical underwater project between new york and new jersey.,2018-03-05,no author found
1,no criminal collusion. lots of corruption.,don’t let trump pretend he has been vindicated.,2019-03-25,michelle goldberg
1,where will trump stand on press freedoms?,it’s one thing to wage a press war as a candidate. it would be another if trump were to do it from the white house.,2016-11-14,jim rutenberg
1,"after trump body shames him, supporter says ‘i love the guy’",the president has a long history of calling protesters names. but there’s no other known instance of him mocking one of his own supporters by accident.,2019-08-16,maggie haberman
1,nikki haley chosen as u.n. ambassador,"ms. haley, the south carolina governor, was a prominent and frequent critic of donald trump early in his run.",2016-11-23,maggie haberman
1,ivanka trump parts ways with her father on syrian refugees,"in a pointed departure from one of president trump’s bedrock populist positions, ms. trump said the united states might need to admit more refugees.",2017-04-27,glenn thrush
1,"jeff sessions, praising trump, formally announces senate campaign","the former attorney general’s decision will most likely put him on a collision course with president trump, who still harbors resentment toward him.",2019-11-08,jeremy peters
1,mercurial trump rattles republican party ahead of midterms,"from siding with democrats to inspiring trump-like primary challengers, president trump is shaking up the political environment ahead of the midterms.",2017-09-08,jonathan martin
1,mexico’s president says donald trump sounds like hitler and mussolini,president enrique peña nieto vowed that mexico would never pay for mr. trump’s proposed border wall and warned that the republican candidate’s language was reminiscent of hitler and mussolini.,2016-03-07,alan rappeport
1,democrats childishly resist trump’s north korea efforts,they’re essentially saying that no plausible deal will pass muster.,2018-06-06,nicholas kristof
1,no criminal collusion. lots of corruption.,don’t let trump pretend he has been vindicated.,2019-03-25,michelle goldberg
1,"rudy giuliani, although friends with donald trump, is not ready to endorse yet","the former mayor of new york said he had known mr. trump for decades, and was open to supporting john kasich or marco rubio, but not ted cruz.",2016-02-22,maggie haberman
1,what’s in donald trump’s 104-page financial disclosure?,a new york times analysis of donald j. trump’s financial disclosure report.,2016-05-18,gregor aisch
1,a trump-style meltdown,also: west virginia’s strike and paul ryan’s urgings,2018-03-06,david leonhardt
1,"after trump body shames him, supporter says ‘i love the guy’",the president has a long history of calling protesters names. but there’s no other known instance of him mocking one of his own supporters by accident.,2019-08-16,maggie haberman
1,donald trump: kremlin employee of the month?,a dossier has been circulating in washington that’s completely unsubstantiated and yet also plausible.,2017-01-14,nicholas kristof
1,big climate protests against trump,"demonstrators chanted: ""resistance is here to stay. welcome to your 100th day!""",2017-04-30,dave horn
1,trump’s wall street advisers,"“donald comes from the financial services world. i think he tends to pick people who he’s comfortable with,” stephen schwarzman of the blackstone group said.",2016-12-02,cnbc
1,"rudy giuliani, although friends with donald trump, is not ready to endorse yet","the former mayor of new york said he had known mr. trump for decades, and was open to supporting john kasich or marco rubio, but not ted cruz.",2016-02-22,maggie haberman
1,did trump cave on the wall? some conservatives say yes,right-wing commentators accused the president of folding on a central promise and predicted that it would hurt him among voters who have long stood by him.,2019-01-25,maggie astor
1,what’s in donald trump’s 104-page financial disclosure?,a new york times analysis of donald j. trump’s financial disclosure report.,2016-05-18,gregor aisch
1,trump calls emoluments clause ‘phony’,"in his latest defense of attempting to host the group of 7 summit at one of his properties, president trump disparaged the emoluments clause of the constitution that prohibits a president from illegally profiting from his business while in office.",2019-10-21,no author found
1,trump is epic,"on that we can all agree. on 2020, not so much.",2019-02-26,gail collins
1,america the plunderer,"trump would become a war criminal, a role he seems to relish — typical for a man who has never served a day in the military.",2016-09-16,timothy egan
1,‘love’ and disbelief follow donald trump meeting with black leaders,mr. trump’s political debut with black religious leaders was refashioned into a private meeting with a smaller group that downplayed talk of endorsements.,2015-12-01,michael barbaro
1,john kasich tries to spoil donald trump’s ohio welcome,gov. john kasich and other legislators in his state who support his campaign for the republican presidential nomination have stepped up their criticism of donald j. trump as the billionaire businessman heads to ohio to woo voters.,2015-11-23,alan rappeport
1,what’s in donald trump’s 104-page financial disclosure?,a new york times analysis of donald j. trump’s financial disclosure report.,2016-05-18,gregor aisch
1,trump issues his first veto,president trump rejected legislation on friday that would have blocked his declaration of a national emergency to fund a wall along the southwestern border.,2019-03-15,no author found
1,trump calls emoluments clause ‘phony’,"in his latest defense of attempting to host the group of 7 summit at one of his properties, president trump disparaged the emoluments clause of the constitution that prohibits a president from illegally profiting from his business while in office.",2019-10-21,no author found
1,trump is epic,"on that we can all agree. on 2020, not so much.",2019-02-26,gail collins
1,john kasich tries to spoil donald trump’s ohio welcome,gov. john kasich and other legislators in his state who support his campaign for the republican presidential nomination have stepped up their criticism of donald j. trump as the billionaire businessman heads to ohio to woo voters.,2015-11-23,alan rappeport
1,"‘look at my african-american over here,’ donald trump says at rally","while recalling a past protest involving a black supporter, the candidate singled out a spectator in the crowd who was also black.",2016-06-03,nick corasaniti
1,"donald trump quotes scripture, sort of, at liberty university speech","“two corinthians, 3:17,” donald j. trump said while giving the convocation at liberty university in virginia. the many students in attendance chuckled, as the standard reference to that chapter of scripture is “second corinthians.”",2016-01-18,nick corasaniti
1,trump’s emoluments trap,wednesday’s ruling on our suit against the president makes clear that he may be violating the constitution.,2018-07-26,karl racine
1,2018 in review: the highs and lows of trump’s year,"here’s a look at the major events — some good, some bad — that have undoubtedly shaped his thinking heading into 2019. ",2018-12-22,mikayla bouchard
1,donald trump’s selective service records,"for many years, donald j. trump, asserted that it was “ultimately” a high draft lottery number that kept him out of the vietnam war, rather than a medical condition. but his selective service records, obtained from the national archives, suggest otherwise.",2016-08-02,no author found
1,trump’s emoluments trap,wednesday’s ruling on our suit against the president makes clear that he may be violating the constitution.,2018-07-26,karl racine
1,trump could save tens of millions of dollars in one year under his proposed tax plan,mr. trump would benefit from his proposed repeal of the alternative minimum tax and a reduction in other tax rates.,2017-04-28,audrey carlsen
1,donald trump’s selective service records,"for many years, donald j. trump, asserted that it was “ultimately” a high draft lottery number that kept him out of the vietnam war, rather than a medical condition. but his selective service records, obtained from the national archives, suggest otherwise.",2016-08-02,no author found
1,trump’s q. & a. with paulson,"“track record. great competence. love of what they’re doing,” said donald trump discussing his criteria for choosing senior administrators with john paulson.",2016-09-15,cnbc
1,trump claims credit for an economy he calls the ‘envy of the entire world’,"president trump makes the case that the economy, which grew 4.1 percent in the last quarter, will continue its red-hot expansion, though economists are skeptical.",2018-07-27,mark landler
1,trump on american energy policy,"president trump claimed to have eliminated more regulations within the past year than any previous administration. he also promised an embrace of ""beautiful, clean coal.""",2018-01-31,no author found
1,‘trump white house’ reality show recap: an ex-wife claims first lady title,"melania trump’s east wing lashed out at president trump’s first wife, ivana, on monday for jokingly referring to herself as first lady.",2017-10-09,katie rogers
1,trump and the parasitic presidency,he appears to view the treasury as a personal piggy bank and the presidency as a part-time job.,2017-03-13,charles
1,"on new indian condos, the name is trump, and the lure is meeting one","the developers of the new trump towers outside new delhi promise the first group of buyers a meeting with donald trump jr., according to indian news reports.",2018-01-19,jeffrey gettleman
1,meryl streep impersonates donald trump,the actress meryl streep took the stage dressed as the presumptive republican presidential nominee donald j. trump during a gala benefit for the public theater in new york on monday.,2016-06-08,carmen melian
1,trump and obama hold cordial 90-minute meeting in oval office,"president obama met with president-elect donald j. trump, saying about the trumps: “we want to make sure that they feel welcome.”",2016-11-10,julie davis
1,donald trump’s childish debate boycott,mr. trump’s squabble with fox news has given the world the perfect description of his campaign style.,2016-01-28,andrew rosenthal
1,an ‘apprentice’ role for trump opens door wide for questions,"aides to the president-elect defended his right to profit from the nbc reality show, even as ally newt gingrich called the president-elect’s involvement “weird.”",2016-12-10,michael
1,trump’s business ties in the gulf raise questions about his allegiances,"in the feud among nations in the persian gulf, president trump has supported those with which he does business.",2017-06-17,david
1,"trump, in france, tells brigitte macron, ‘you’re in such good shape’",president trump told the wife of president emmanuel macron that she was “beautiful” shortly after arriving for an official visit.,2017-07-13,liam stack
1,trump defends his campaign manager,"corey lewandowski, donald j. trump’s campaign manager, was charged with battery in a run-in with a reporter after a news conference.",2016-03-30,no author found
1,donald trump’s ‘lynching’,the president lives to celebrate his own victimhood. what’s lindsey graham’s excuse?,2019-10-25,jamelle bouie
1,donald trump picks chris christie to head possible transition team,"donald j. trump appointed gov. chris christie of new jersey to lead his possible transition team, should he win the presidential election in november.",2016-05-09,ashley parker
1,"in atlantic city, hillary clinton uses a donald trump failure as backdrop",a shuttered casino was a not-so-subtle part of a candidate’s continued efforts to tweak her republican opponent.,2016-07-06,matt flegenheimer
1,why the i.r.s. should go after trump,his foundation shockingly — and repeatedly — violated charitable norms.,2018-06-15,philip hackney
1,donald trump’s ‘lynching’,the president lives to celebrate his own victimhood. what’s lindsey graham’s excuse?,2019-10-25,jamelle bouie
1,press tensions at trump rallies,"when reporters enter campaign rallies for donald j. trump, it is increasingly common for his supporters to boo and yell. the times media critic jim rutenberg examines the relationship between the news media and the republican presidential nominee.",2016-10-14,ainara tiefenthäler
1,"in atlantic city, hillary clinton uses a donald trump failure as backdrop",a shuttered casino was a not-so-subtle part of a candidate’s continued efforts to tweak her republican opponent.,2016-07-06,matt flegenheimer
1,why the i.r.s. should go after trump,his foundation shockingly — and repeatedly — violated charitable norms.,2018-06-15,philip hackney
